time(s),current(A)
402.24,0.7472
402.25,1.2753
402.27,2.423
402.3,4.6473
402.38,9.0142
402.5,15.597
402.62,21.537
402.75,26.899
402.87,31.742
403,36.437
403.03,37.564
403.06,38.855
403.1,40.971
403.14,43.096
403.19,45.155
403.24,47.69
403.36,52.675
403.5,57.995
403.69,64.367
403.88,69.836
404,72.823
404.2,77.309
404.5,82.905
404.8,87.391
405,89.881
405.28,92.871
405.5,94.858
405.86,97.619
406,98.568
406.34,100.59
406.5,101.45
406.94,103.54
406.94,103.58
406.94,103.58
407,103.82
407.06,104.05
407.17,104.51
407.39,105.39
407.5,105.82
408,107.64
408.5,109.33
409,110.93
409.05,110.57
409.11,109.85
409.18,108.79
409.25,107.78
409.32,106.86
409.46,105.15
409.5,104.77
409.64,103.43
410,100.77
410.02,100.17
410.05,99.123
410.09,96.94
410.13,94.567
410.17,92.235
410.22,89.997
410.29,86.214
410.46,78.451
410.5,76.653
410.61,72.347
410.87,63.695
411,60.027
411.03,59.679
411.05,59.65
411.09,59.886
411.12,60.256
411.16,60.646
411.21,61.106
411.28,61.846
411.5,63.782
411.84,66.26
412,67.255
412.06,67.233
412.12,66.963
412.19,66.64
412.25,66.342
412.34,65.965
412.5,65.366
412.77,64.612
413,64.144
413.04,63.785
413.09,63.209
413.15,62.277
413.22,61.367
413.29,60.522
413.4,59.222
413.5,58.106
413.7,56.22
414,54.05
414.03,53.552
414.06,52.786
414.1,51.622
414.15,50.422
414.19,49.257
414.24,47.775
414.36,44.871
414.5,41.721
414.69,38.069
414.88,34.978
415,33.243
415.05,32.41
415.1,31.505
415.18,30.284
415.25,29.13
415.32,28.05
415.48,25.893
415.5,25.595
415.59,24.518
415.9,21.319
416,20.485
416.04,20.077
416.08,19.601
416.13,18.953
416.18,18.318
416.23,17.712
416.32,16.798
416.5,14.967
416.68,13.396
416.87,12.048
417,11.208
417.04,10.913
417.08,10.586
417.15,10.075
417.21,9.581
417.27,9.1137
417.37,8.459
417.5,7.6091
417.67,6.6667
417.84,5.8401
418,5.1243
418.03,4.9971
418.05,4.8483
418.09,4.5935
418.13,4.3341
418.17,4.0807
418.21,3.8358
418.29,3.4201
418.43,2.6776
418.5,2.3242
418.61,1.8365
418.74,1.2746
418.84,0.88538
418.95,0.52358
419,0.34093
419,0.32949
419.01,0.31603
419.01,0.29604
419.02,0.25786
419.02,0.21344
419.03,0.17522
419.03,0.13444
419.04,0.091531
419.04,0.046832
419.05,0.00063545
419.05,4.72E-13
419.05,-3.48E-11
419.05,-0.011585
419.05,-0.023239
419.05,-0.039558
419.05,-0.055961
419.05,-0.083695
419.06,-0.14295
419.08,-0.29156
419.09,-0.44358
419.1,-0.59714
419.12,-0.75095
419.14,-0.9448
419.16,-1.2089
419.2,-1.5688
419.24,-2.0622
419.32,-2.794
419.5,-4.3587
419.68,-5.7201
419.86,-6.9069
420,-7.7329
420.01,-7.8153
420.01,-7.958
420.02,-8.2143
420.03,-8.7088
420.05,-9.3042
420.06,-9.9647
420.07,-10.665
420.08,-11.39
420.1,-12.382
420.12,-13.69
420.15,-15.302
420.18,-17.268
420.22,-19.786
420.28,-23.316
420.39,-29.178
420.5,-34.263
420.66,-41.109
420.82,-47.126
420.98,-52.421
421,-53.185
421.07,-55.574
421.14,-58.047
421.21,-60.438
421.28,-62.694
421.39,-66.034
421.5,-69.188
421.7,-74.132
421.97,-79.731
422,-80.312
422.12,-82.436
422.5,-88.069
422.88,-92.456
423,-93.637
423.25,-95.84
423.39,-96.944
423.39,-96.944
423.5,-97.73
423.61,-98.476
423.83,-99.834
424,-100.84
424.31,-102.5
424.5,-103.45
425,-105.67
425.5,-107.6
426,-109.31
426.5,-110.88
427,-112.33
427.5,-113.69
428,-114.97
428.03,-114.69
428.05,-114.07
428.09,-112.89
428.13,-111.59
428.17,-110.3
428.21,-108.76
428.3,-106.25
428.5,-100.72
428.77,-94.809
429,-90.867
429.02,-90.227
429.04,-89.253
429.07,-87.602
429.1,-85.796
429.13,-83.969
429.16,-82.17
429.2,-79.376
429.29,-74.225
429.5,-63.757
429.71,-55.012
429.88,-48.927
430,-45.083
430.15,-40.782
430.34,-36.305
430.5,-32.982
430.66,-30.085
430.82,-27.559
430.98,-25.355
431,-25.107
431.09,-24.067
431.41,-20.663
431.5,-19.931
431.65,-18.727
431.89,-17.188
432,-16.529
432.19,-15.558
432.45,-14.451
432.5,-14.254
432.65,-13.741
433,-12.705
433.35,-11.905
433.5,-11.63
433.73,-11.253
434,-10.866
434.37,-10.425
434.5,-10.297
434.78,-10.041
435,-9.8591
435.45,-9.5368
435.5,-9.503
435.74,-9.3561
436,-9.2052
436.5,-8.9427
437,-8.7064
437.5,-8.4884
438,-8.2835
438.5,-8.0884
439,-7.9008
439.5,-7.7194
440,-7.5433
440.5,-7.3719
441,-7.2049
441.5,-7.0419
442,-6.8826
442.5,-6.7271
443,-6.5751
443.5,-6.4265
444,-6.2812
444.5,-6.1391
445,-6.0003
445.5,-5.8645
446,-5.7317
446.5,-5.6019
447,-5.475
447,-5.4502
447.01,-5.3929
447.01,-5.2706
447.02,-4.9655
447.03,-4.6312
447.03,-4.2407
447.04,-3.806
447.05,-3.3366
447.05,-2.8402
447.06,-2.3228
447.07,-1.7891
447.07,-1.2431
447.08,-0.68786
447.08,-0.37386
447.09,-0.058167
447.09,-3.19E-10
447.09,3.77E-12
447.09,0.20407
447.09,0.40855
447.1,0.69196
447.1,1.1263
447.11,1.905
447.13,3.3666
447.15,5.1363
447.17,6.8867
447.2,9.2027
447.24,12.518
447.31,17.622
447.45,27.831
447.5,31.071
447.6,37.292
447.76,45.689
447.91,53.073
448,56.997
448.15,62.932
448.36,70.065
448.5,74.148
448.7,79.286
448.95,84.74
449,85.634
449.15,88.233
449.36,91.56
449.36,91.56
449.5,93.378
449.64,95.033
449.78,96.544
449.92,97.96
450,98.695
450.39,101.96
450.5,102.71
450.88,105.1
451,105.73
451.36,107.46
451.5,108.09
452,110.07
452.5,111.78
453,113.32
453.5,114.77
454,116.15
454.5,117.51
455,118.85
455.03,118.38
455.06,117.39
455.1,115.63
455.14,113.73
455.18,111.87
455.23,109.57
455.33,105.47
455.5,99.272
455.72,92.46
455.95,86.906
456,85.724
456.14,82.674
456.28,79.88
456.42,77.424
456.5,76.136
456.76,72.549
457,70.036
457.03,70.131
457.07,70.583
457.11,71.403
457.15,72.286
457.19,73.148
457.26,74.325
457.4,76.792
457.5,78.419
457.72,81.576
458,84.816
458.04,84.809
458.07,84.471
458.12,83.807
458.17,83.099
458.23,82.427
458.3,81.476
458.5,79.345
458.77,76.99
459,75.499
459.04,74.855
459.08,73.875
459.12,72.539
459.17,71.205
459.22,69.927
459.3,67.953
459.5,63.341
459.75,58.657
460,55.017
460.04,54.799
460.08,54.844
460.14,55.06
460.2,55.311
460.26,55.543
460.35,55.864
460.5,56.359
460.75,57.096
461,57.72
461.03,57.516
461.06,57.058
461.1,56.19
461.15,55.256
461.19,54.348
461.25,53.245
461.36,51.175
461.5,48.849
461.71,45.886
461.96,42.95
462,42.594
462.07,42.164
462.13,41.894
462.21,41.628
462.29,41.379
462.4,41.068
462.5,40.792
462.8,40.117
463,39.767
463.4,39.23
463.5,39.135
463.8,38.887
464,38.766
464.03,38.568
464.06,38.202
464.1,37.536
464.15,36.829
464.19,36.141
464.25,35.304
464.36,33.724
464.5,31.966
464.7,29.752
464.91,27.889
465,27.16
465.05,26.924
465.1,26.799
465.16,26.685
465.23,26.585
465.3,26.485
465.42,26.309
465.5,26.201
465.74,25.919
466,25.654
466.5,25.256
467,24.962
467.03,24.827
467.07,24.591
467.12,24.206
467.16,23.81
467.21,23.429
467.28,22.907
467.5,21.438
467.72,20.207
467.94,19.173
468,18.904
468.07,18.517
468.14,18.08
468.21,17.65
468.28,17.245
468.38,16.693
468.5,16.092
468.7,15.193
469,14.103
469.02,14.116
469.03,14.201
469.06,14.47
469.09,14.757
469.11,15.061
469.13,15.366
469.17,15.819
469.23,16.571
469.34,17.788
469.5,19.32
469.8,21.719
470,23.043
470.04,23.126
470.07,23.096
470.12,22.992
470.17,22.868
470.21,22.749
470.28,22.585
470.5,22.12
470.78,21.627
471,21.305
471.03,21.176
471.05,20.956
471.09,20.499
471.14,20.004
471.18,19.517
471.22,19.05
471.3,18.232
471.47,16.633
471.5,16.341
471.61,15.475
471.93,13.179
472,12.781
472.02,12.71
472.05,12.705
472.08,12.756
472.11,12.837
472.15,12.924
472.19,13.027
472.25,13.184
472.4,13.494
472.5,13.687
472.78,14.126
473,14.381
473.32,14.654
473.5,14.762
473.82,14.896
474,14.944
474.06,14.866
474.12,14.73
474.18,14.581
474.24,14.439
474.32,14.256
474.5,13.898
474.76,13.45
475,13.088
475.03,13.109
475.06,13.186
475.1,13.349
475.15,13.528
475.19,13.702
475.25,13.916
475.38,14.332
475.5,14.691
475.72,15.252
476,15.805
476.28,16.224
476.5,16.481
476.82,16.764
477,16.879
477.34,17.047
477.5,17.1
477.89,17.191
478,17.208
478.39,17.241
478.5,17.244
479,17.237
479.5,17.201
480,17.147
480.04,17.061
480.07,16.905
480.12,16.653
480.17,16.395
480.22,16.146
480.29,15.8
480.5,14.882
480.71,14.107
480.92,13.451
481,13.243
481.03,13.247
481.05,13.324
481.09,13.513
481.13,13.733
481.17,13.951
481.21,14.16
481.29,14.527
481.5,15.426
481.71,16.171
481.92,16.788
482,16.994
482.21,17.469
482.5,17.995
482.88,18.508
483,18.634
483.04,18.782
483.08,19.012
483.14,19.375
483.2,19.733
483.26,20.07
483.36,20.569
483.5,21.228
483.72,22.138
484,23.055
484.02,22.991
484.05,22.793
484.09,22.382
484.12,21.916
484.16,21.449
484.19,20.997
484.25,20.271
484.5,17.649
484.7,15.93
484.89,14.47
485,13.755
485.05,13.522
485.1,13.349
485.16,13.149
485.23,12.963
485.3,12.783
485.41,12.483
485.5,12.279
485.8,11.669
486,11.32
486.03,11.33
486.05,11.389
486.1,11.536
486.14,11.703
486.19,11.867
486.23,12.022
486.32,12.321
486.5,12.845
486.74,13.421
487,13.922
487.26,14.313
487.5,14.591
487.83,14.883
488,14.998
488.04,14.931
488.08,14.789
488.12,14.581
488.17,14.368
488.21,14.163
488.28,13.865
488.5,13.037
488.72,12.343
488.94,11.757
489,11.603
489.18,11.207
489.5,10.622
489.82,10.156
490,9.9352
490.04,9.9426
490.09,9.9953
490.15,10.088
490.21,10.18
490.27,10.265
490.37,10.394
490.5,10.539
490.73,10.756
491,10.95
491.01,10.895
491.02,10.765
491.04,10.474
491.06,10.108
491.08,9.7064
491.1,9.2893
491.12,8.8679
491.14,8.2768
491.18,7.4537
491.23,6.4078
491.29,5.1209
491.38,3.3492
491.46,1.9682
491.5,1.2923
491.56,0.37875
491.58,1.50E-12
491.58,-5.60E-11
491.58,-0.047045
491.59,-0.093976
491.59,-0.14079
491.59,-0.20693
491.6,-0.36814
491.62,-0.68846
491.67,-1.3198
491.75,-2.5512
491.87,-4.1505
492,-5.645
492.01,-5.8089
492.02,-6.0094
492.04,-6.3607
492.06,-6.7496
492.08,-7.1565
492.09,-7.5699
492.12,-8.1134
492.15,-8.8668
492.2,-9.8911
492.26,-11.285
492.37,-13.38
492.5,-15.808
492.68,-18.777
492.87,-21.345
493,-22.949
493.03,-23.418
493.06,-23.994
493.1,-24.903
493.15,-25.823
493.19,-26.716
493.25,-27.863
493.38,-30.232
493.5,-32.228
493.69,-35.08
493.94,-38.198
494,-38.826
494.07,-39.79
494.14,-40.848
494.21,-41.885
494.28,-42.864
494.39,-44.306
494.5,-45.621
494.72,-47.946
495,-50.541
495.05,-51.241
495.1,-52.129
495.17,-53.322
495.24,-54.471
495.3,-55.554
495.44,-57.636
495.5,-58.483
495.65,-60.422
495.65,-60.422
495.76,-61.669
495.86,-62.832
495.97,-63.919
496,-64.187
496.05,-64.987
496.1,-66.015
496.16,-67.451
496.23,-68.84
496.29,-70.151
496.42,-72.543
496.5,-73.925
496.69,-76.94
497,-81.067
497.09,-81.643
497.18,-81.935
497.28,-82.187
497.37,-82.458
497.5,-82.859
497.8,-83.74
498,-84.316
498.05,-84.87
498.1,-85.719
498.17,-86.972
498.24,-88.189
498.3,-89.331
498.44,-91.428
498.5,-92.311
498.68,-94.736
499,-98.387
499.5,-102.88
500,-106.27
500.08,-106.2
500.16,-105.84
500.23,-105.46
500.31,-105.13
500.44,-104.68
500.5,-104.5
500.69,-104.02
501,-103.53
501.15,-104
501.3,-104.69
501.45,-105.34
501.5,-105.54
501.68,-106.24
502,-107.36
502.27,-108.81
502.5,-110.04
502.73,-111.13
503,-112.25
503.15,-112.22
503.31,-112.01
503.46,-111.86
503.5,-111.84
503.65,-111.78
503.92,-111.78
504,-111.8
504.03,-111.24
504.06,-110.15
504.09,-108.33
504.13,-106.38
504.17,-104.46
504.22,-102.09
504.3,-98.031
504.5,-90.024
504.7,-83.284
504.89,-77.616
505,-74.85
505.03,-73.71
505.07,-72.272
505.11,-70.144
505.16,-68.007
505.2,-65.947
505.26,-63.24
505.42,-56.956
505.5,-54.106
505.64,-49.601
505.84,-43.776
506,-40.016
506.16,-36.727
506.31,-33.847
506.5,-30.84
506.69,-28.274
506.88,-26.083
507,-24.821
507.19,-23.131
507.43,-21.311
507.5,-20.834
507.66,-19.865
507.95,-18.4
508,-18.159
508.15,-17.526
508.5,-16.329
508.85,-15.395
509,-15.051
509.24,-14.572
509.5,-14.132
509.88,-13.594
510,-13.441
510.01,-13.354
510.02,-13.178
510.04,-12.804
510.06,-12.339
510.07,-11.825
510.09,-11.289
510.11,-10.744
510.13,-9.991
510.16,-8.9762
510.2,-7.7317
510.25,-6.2496
510.32,-4.3701
510.39,-2.4907
510.43,-1.4705
510.46,-0.74446
510.49,-8.77E-11
510.49,3.42E-13
510.49,4.44E-11
510.49,8.84E-11
510.49,1.33E-10
510.49,2.10E-10
510.49,2.87E-10
510.49,3.89E-10
510.49,5.46E-10
510.49,8.56E-10
510.49,1.71E-09
510.49,3.42E-09
510.49,6.84E-09
510.49,1.37E-08
510.49,2.74E-08
510.49,5.47E-08
510.49,1.09E-07
510.49,2.19E-07
510.49,4.38E-07
510.49,8.76E-07
510.49,1.75E-06
510.49,3.50E-06
510.49,7.01E-06
510.49,1.40E-05
510.49,2.80E-05
510.49,5.60E-05
510.49,0.00011208
510.49,0.00022413
510.49,0.00044819
510.49,0.00089614
510.49,0.0017917
510.49,0.0035824
510.49,0.0071632
510.49,0.014324
510.49,0.028639
510.49,0.057249
510.49,0.11438
510.5,0.22832
510.5,0.32689
510.51,0.65014
510.54,1.2859
510.6,2.5158
510.69,4.589
510.81,6.9014
510.93,9.0008
511,10.149
511.01,10.371
511.02,10.659
511.04,11.166
511.05,11.745
511.07,12.365
511.08,13.004
511.1,13.85
511.13,14.982
511.16,16.443
511.21,18.31
511.27,20.836
511.38,24.803
511.5,28.854
511.68,34.081
511.85,38.61
512,41.949
512.05,42.815
512.1,43.483
512.17,44.241
512.24,44.953
512.31,45.64
512.44,46.925
512.5,47.426
512.76,49.533
513,51.131
513.02,51.055
513.05,50.752
513.09,50.077
513.13,49.307
513.16,48.539
513.2,47.799
513.27,46.507
513.5,42.786
513.73,39.791
513.96,37.39
514,37.017
514.02,37.008
514.04,37.191
514.08,37.667
514.11,38.25
514.14,38.853
514.17,39.445
514.23,40.389
514.36,42.46
514.5,44.546
514.76,47.828
515,50.32
515.03,50.319
515.06,50.054
515.1,49.505
515.14,48.892
515.18,48.291
515.24,47.558
515.34,46.223
515.5,44.403
515.73,42.221
515.96,40.489
516,40.247
516.07,39.634
516.13,38.924
516.2,38.223
516.27,37.568
516.37,36.664
516.5,35.578
516.72,34.088
517,32.591
517.03,32.635
517.07,32.853
517.11,33.229
517.16,33.632
517.2,34.022
517.26,34.564
517.43,35.831
517.5,36.358
517.69,37.579
518,39.312
518.03,39.634
518.05,40.131
518.1,41.078
518.14,42.079
518.18,42.91
518.18,42.91
518.22,43.836
518.27,44.73
518.33,46.039
518.4,47.299
518.5,49.054
518.73,52.66
519,56.164
519.2,57.902
519.36,59.015
519.5,59.937
519.68,60.998
520,62.62
520.07,62.61
520.13,62.405
520.21,62.121
520.29,61.867
520.39,61.58
520.5,61.333
520.75,60.879
521,60.582
521.05,60.255
521.1,59.732
521.17,58.97
521.24,58.242
521.31,57.573
521.45,56.36
521.5,55.962
521.66,54.84
522,52.924
522.08,52.275
522.17,51.514
522.25,50.785
522.34,50.123
522.48,49.134
522.5,48.993
522.61,48.316
523,46.481
523.07,46.028
523.13,45.467
523.22,44.785
523.3,44.157
523.41,43.39
523.5,42.855
523.71,41.722
524,40.517
524.12,40.345
524.24,40.303
524.36,40.281
524.48,40.262
524.5,40.26
524.67,40.252
525,40.292
525.5,40.452
526,40.7
526.06,40.544
526.13,40.269
526.2,39.911
526.28,39.581
526.38,39.196
526.5,38.806
526.75,38.114
527,37.573
527.1,37.205
527.21,36.78
527.31,36.387
527.42,36.041
527.5,35.797
527.73,35.208
528,34.681
528.04,34.457
528.08,34.112
528.15,33.529
528.21,32.954
528.27,32.418
528.37,31.649
528.5,30.762
528.71,29.496
529,28.091
529.04,27.771
529.08,27.334
529.14,26.654
529.2,25.985
529.26,25.355
529.35,24.485
529.5,23.13
529.7,21.602
529.9,20.318
530,19.748
530.06,19.348
530.12,18.907
530.2,18.349
530.27,17.826
530.37,17.223
530.5,16.47
530.71,15.428
530.92,14.556
531,14.27
531.18,13.68
531.5,12.824
531.82,12.167
532,11.869
532.25,11.519
532.5,11.231
532.85,10.908
533,10.794
533.31,10.595
533.5,10.489
533.92,10.299
534,10.266
534.32,10.156
534.5,10.099
535,9.966
535.01,10.012
535.03,10.116
535.05,10.371
535.07,10.687
535.1,11.028
535.12,11.376
535.15,11.818
535.19,12.461
535.26,13.427
535.37,14.879
535.5,16.46
535.73,18.791
535.95,20.716
536,21.078
536.03,21.169
536.05,21.159
536.1,21.045
536.14,20.885
536.18,20.723
536.22,20.571
536.3,20.296
536.5,19.707
536.75,19.094
537,18.604
537.32,18.115
537.5,17.907
537.81,17.617
538,17.474
538.02,17.386
538.04,17.213
538.06,16.837
538.09,16.399
538.12,15.945
538.15,15.493
538.19,14.878
538.25,13.867
538.39,11.995
538.5,10.61
538.67,8.7472
538.84,7.1298
539,5.7501
539.14,4.7432
539.27,3.8425
539.41,3.0358
539.5,2.5406
539.61,1.977
539.73,1.4614
539.84,0.98932
539.93,0.65028
540,0.38645
540,0.37369
540.01,0.36341
540.01,0.35381
540.02,0.34503
540.03,0.34282
540.04,0.34557
540.05,0.35203
540.06,0.36126
540.06,0.37254
540.07,0.38829
540.08,0.40563
540.1,0.42918
540.11,0.45889
540.13,0.48932
540.15,0.52899
540.18,0.58002
540.21,0.64453
540.26,0.72758
540.32,0.84225
540.44,1.0328
540.5,1.1106
540.62,1.2664
540.79,1.4515
540.96,1.6039
541,1.6369
541.01,1.6529
541.02,1.6795
541.03,1.7318
541.05,1.796
541.06,1.8675
541.07,1.9432
541.09,2.0436
541.11,2.176
541.14,2.3424
541.18,2.5481
541.23,2.8131
541.3,3.1866
541.43,3.8291
541.5,4.1201
541.64,4.6742
541.83,5.3239
542,5.8175
542.17,6.2395
542.38,6.6735
542.5,6.8901
542.71,7.2058
543,7.5651
543.01,7.5351
543.03,7.4543
543.04,7.2652
543.06,7.0251
543.08,6.76
543.1,6.485
543.12,6.2076
543.15,5.8148
543.19,5.2599
543.24,4.5461
543.31,3.6599
543.41,2.3982
543.5,1.3788
543.56,0.78617
543.6,0.33847
543.63,8.75E-14
543.63,-7.04E-11
543.64,-0.039518
543.64,-0.078905
543.65,-0.11816
543.65,-0.16543
543.66,-0.27284
543.68,-0.47627
543.73,-0.85759
543.82,-1.6542
543.95,-2.6618
544,-3.0641
544.01,-3.1312
544.01,-3.22
544.02,-3.3656
544.04,-3.6129
544.05,-3.8935
544.06,-4.1944
544.08,-4.507
544.09,-4.8943
544.11,-5.3938
544.14,-6.0243
544.17,-6.8104
544.21,-7.821
544.27,-9.2235
544.38,-11.509
544.5,-13.743
544.66,-16.547
544.83,-19.003
545,-21.268
545.01,-21.536
545.02,-21.953
545.04,-22.758
545.06,-23.713
545.07,-24.747
545.09,-25.815
545.11,-27.185
545.14,-29.046
545.18,-31.529
545.24,-34.812
545.32,-39.429
545.5,-48.355
545.72,-57.836
545.94,-65.753
546,-67.561
546.13,-71.31
546.39,-78.086
546.5,-80.457
546.67,-83.886
546.67,-83.886
546.79,-85.929
546.91,-87.812
547,-89.109
547.12,-90.819
547.46,-94.987
547.5,-95.384
547.87,-98.928
548,-99.991
548.31,-102.23
548.5,-103.45
548.94,-105.86
549,-106.18
549.29,-107.52
549.5,-108.4
550,-110.3
550.5,-111.96
551,-113.45
551.5,-114.82
552,-116.08
552.01,-115.9
552.02,-115.47
552.04,-114.44
552.06,-113.13
552.08,-111.67
552.1,-110.15
552.12,-108.23
552.15,-105.63
552.2,-102.13
552.25,-97.525
552.34,-91.173
552.5,-80.847
552.71,-69.182
552.87,-61.3
553,-56.095
553.15,-50.465
553.3,-45.531
553.46,-41.206
553.5,-40.093
553.62,-37.283
553.85,-32.318
554,-29.684
554.15,-27.365
554.33,-24.849
554.5,-22.904
554.67,-21.213
554.87,-19.453
555,-18.454
555.19,-17.182
555.43,-15.852
555.5,-15.504
555.66,-14.791
555.95,-13.692
556,-13.522
556.15,-13.061
556.5,-12.165
556.85,-11.466
557,-11.215
557.24,-10.861
557.5,-10.532
557.88,-10.128
558,-10.017
558.29,-9.7764
558.5,-9.6146
559,-9.2821
559.5,-8.9994
560,-8.7503
560.5,-8.5241
561,-8.3138
561.5,-8.115
562,-7.9249
562.5,-7.7418
563,-7.5644
563.5,-7.3921
564,-7.2243
564.5,-7.0607
565,-6.9009
565.5,-6.7449
566,-6.5924
566.5,-6.4434
567,-6.2977
567.5,-6.1553
568,-6.016
568,-5.9883
568.01,-5.9246
568.01,-5.7892
568.02,-5.4652
568.03,-5.036
568.04,-4.5277
568.05,-3.9605
568.05,-3.3501
568.06,-2.7079
568.07,-2.043
568.08,-1.3619
568.09,-0.82915
568.09,-0.39706
568.09,-0.096251
568.09,-8.24E-11
568.09,5.37E-10
568.1,0.30212
568.1,0.60467
568.11,1.1613
568.12,2.3234
568.14,3.8464
568.16,5.7496
568.19,8.0718
568.23,11.056
568.28,15.276
568.38,22.426
568.5,30.535
568.62,37.855
568.74,44.465
568.89,51.829
569,56.471
569.16,62.785
569.37,69.78
569.5,73.639
569.7,78.675
569.95,84.172
570,85.14
570.15,87.835
570.5,92.993
570.58,94.069
570.58,94.069
570.7,95.352
570.81,96.543
570.97,98.016
571,98.302
571.1,98.815
571.19,99.135
571.32,99.511
571.44,99.89
571.5,100.08
572,101.53
572.03,101.14
572.06,100.32
572.1,98.806
572.15,97.196
572.19,95.634
572.25,93.701
572.37,89.972
572.5,86.335
572.7,81.492
572.96,76.553
573,75.849
573.1,73.886
573.2,71.913
573.31,70.099
573.41,68.465
573.5,67.154
573.71,64.547
574,61.578
574.06,60.8
574.11,59.831
574.18,58.586
574.25,57.41
574.32,56.318
574.48,54.053
574.5,53.801
574.59,52.668
574.94,49.168
575,48.647
575.03,48.187
575.05,47.488
575.09,46.295
575.13,45.032
575.17,43.79
575.2,42.59
575.27,40.466
575.46,35.312
575.5,34.459
575.59,32.292
575.86,27.044
576,24.696
576.14,22.624
576.32,20.418
576.5,18.402
576.68,16.685
576.87,15.222
577,14.323
577.02,14.274
577.04,14.31
577.07,14.457
577.1,14.658
577.13,14.874
577.16,15.088
577.2,15.399
577.29,15.968
577.5,17.188
577.84,18.786
578,19.379
578.03,19.383
578.06,19.291
578.11,19.106
578.15,18.902
578.19,18.703
578.25,18.446
578.39,17.921
578.5,17.511
578.71,16.844
579,16.128
579.04,15.959
579.08,15.718
579.12,15.386
579.17,15.053
579.21,14.734
579.29,14.271
579.5,13.039
579.71,12.013
579.93,11.158
580,10.904
580.03,10.759
580.05,10.567
580.1,10.235
580.14,9.892
580.18,9.5569
580.22,9.2343
580.3,8.6395
580.46,7.5611
580.5,7.3031
580.6,6.6929
580.83,5.5512
581,4.8045
581.01,4.7272
581.03,4.6226
581.05,4.4167
581.07,4.1832
581.09,3.9386
581.11,3.6916
581.13,3.4463
581.17,3.0956
581.21,2.5778
581.28,1.8786
581.38,0.9362
581.43,0.48704
581.46,0.20516
581.48,6.22E-11
581.48,-1.73E-13
581.49,-0.033621
581.49,-0.067134
581.49,-0.10054
581.5,-0.14161
581.5,-0.15821
581.51,-0.26151
581.54,-0.47642
581.6,-0.93155
581.71,-1.7819
581.82,-2.5576
581.94,-3.2655
582,-3.6324
582.01,-3.6696
582.02,-3.6836
582.03,-3.6715
582.05,-3.6325
582.06,-3.5773
582.08,-3.5125
582.09,-3.4276
582.12,-3.3164
582.14,-3.1774
582.18,-3.0096
582.22,-2.805
582.27,-2.5422
582.35,-2.1708
582.5,-1.5644
582.61,-1.1709
582.72,-0.81556
582.8,-0.56167
582.89,-0.32743
582.94,-0.18561
583,-0.044092
583,-0.040089
583,-0.036629
583.01,-0.033138
583.01,-0.028278
583.02,-0.026532
583.02,-0.027444
583.03,-0.03061
583.03,-0.035686
583.04,-0.042382
583.04,-0.050449
583.04,-0.059675
583.05,-0.069882
583.05,-0.080916
583.06,-0.095345
583.07,-0.11062
583.07,-0.13085
583.08,-0.15191
583.09,-0.17965
583.1,-0.2141
583.11,-0.24916
583.13,-0.29487
583.15,-0.35321
583.17,-0.4258
583.2,-0.51687
583.24,-0.63634
583.3,-0.80615
583.41,-1.092
583.5,-1.3075
583.65,-1.635
583.79,-1.9299
583.94,-2.196
584,-2.3056
584.01,-2.3039
584.01,-2.2878
584.02,-2.2463
584.03,-2.1405
584.04,-2.0327
584.05,-1.91
584.06,-1.7769
584.07,-1.6363
584.08,-1.4588
584.09,-1.2767
584.1,-1.0918
584.11,-0.86314
584.13,-0.63424
584.14,-0.40623
584.16,-0.17979
584.17,-1.16E-10
584.17,1.30E-12
584.17,0.054381
584.17,0.10863
584.18,0.16273
584.18,0.23672
584.19,0.41736
584.21,0.75424
584.25,1.3348
584.33,2.4037
584.5,4.6988
584.64,6.3542
584.79,7.8151
584.93,9.1051
585,9.6526
585.02,9.7624
585.04,9.8182
585.07,9.8444
585.1,9.8322
585.14,9.8091
585.17,9.7848
585.22,9.7497
585.32,9.6815
585.5,9.5714
586,9.3365
586.02,9.2846
586.05,9.1898
586.08,9.0164
586.12,8.8259
586.15,8.6355
586.19,8.4122
586.26,8.0699
586.43,7.2905
586.5,6.9822
586.66,6.3831
586.88,5.6538
587,5.313
587.01,5.2481
587.03,5.1528
587.05,4.9522
587.07,4.7616
587.09,4.5629
587.11,4.3623
587.14,4.0944
587.18,3.7174
587.23,3.2149
587.3,2.5712
587.41,1.6442
587.5,0.90428
587.55,0.53193
587.6,0.17474
587.63,4.93E-11
587.63,-6.43E-14
587.63,-0.032257
587.64,-0.064387
587.64,-0.096393
587.65,-0.12831
587.66,-0.20049
587.68,-0.33427
587.71,-0.57733
587.8,-1.1151
587.93,-1.8352
588,-2.1868
588.01,-2.2195
588.02,-2.238
588.03,-2.2441
588.05,-2.2296
588.06,-2.1995
588.08,-2.1604
588.09,-2.1164
588.11,-2.0593
588.13,-1.9843
588.16,-1.8906
588.2,-1.7774
588.24,-1.6385
588.31,-1.456
588.41,-1.1807
588.5,-0.95221
588.62,-0.68374
588.72,-0.49304
588.81,-0.31905
588.88,-0.19993
588.94,-0.10763
589,-0.017441
589,-0.013109
589.01,-0.0082338
589.01,-0.0015316
589.01,-4.49E-12
589.01,1.13E-11
589.01,0.0024762
589.01,0.0050259
589.01,0.0085368
589.01,0.012133
589.02,0.018496
589.02,0.031586
589.03,0.054984
589.04,0.075604
589.04,0.097289
